function,case,real,group,tc,av,bp,pass,cycles_last_gate,cycles_done,first_source_to_last_gate,words,bytes,source_words,U_words,V_words,A_words,tau_words,config_words,U_updates,V_updates,A_updates,A_scalar_mac,U_cache_reads,zero_source_words,Z_writes,scratch_writes,req_stall,out_stall,phase0,phase1,phase2,phase3,phase4,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,state26,state27,state28,state29,state30,state31,state32,state33,state34,state35,state36,state37,state38,state39,state40,state41,state42,state43,state44,state45,state46,state47,state48,state49,state50,state51,state52,state53,state54,state55,state56,state57,state58,state59,state60,state61,state62,state63
regional_r96_a48,capture0_group1219,1,1219,0,0,0,0,158024,158025,157482,3759,60144,288,2520,576,13,360,2,15480,21252,1596,12768,4032,360,15960,480,0,0,60,78026,71101,8796,42,1,3759,3759,1,1,1,1,13,13,0,480,1153,288,6912,10584,2520,19512,15480,15480,1,12,588,576,480,23520,23040,21252,480,1,0,480,4800,1596,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1219,1,1219,0,0,1,0,166914,166915,166336,3759,60144,288,2520,576,13,360,2,15480,21252,1596,12768,4032,360,15960,480,1311,13,96,84558,72481,9725,55,1,5070,11325,1,1,1,1,13,13,0,480,1153,288,6912,10584,2520,19512,15480,15480,1,12,588,576,480,23520,23040,21252,480,1,0,480,4800,1596,480,360,360,0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1219,1,1219,0,1,0,0,157680,157681,157138,3759,60144,288,2520,576,13,360,2,15480,23040,1064,6371,4032,360,15960,480,0,0,60,78026,74328,5225,42,1,3759,3759,1,1,1,1,13,13,0,480,1153,288,6912,10584,2520,19512,15480,15480,1,12,588,576,480,23520,23040,23040,0,0,1,480,3200,1064,480,360,360,480,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1219,1,1219,0,1,1,0,166610,166611,166032,3759,60144,288,2520,576,13,360,2,15480,23040,1064,6371,4032,360,15960,480,1391,15,96,84558,76675,5225,57,1,5150,11283,1,1,1,1,13,13,0,480,1153,288,6912,10584,2520,19512,15480,15480,1,12,588,576,480,23520,23040,23040,0,0,1,480,3200,1064,480,360,360,480,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1219,1,1219,1,0,0,0,141158,141159,140832,3759,60144,288,2520,576,13,360,2,11610,21252,1596,12768,4032,360,11850,480,0,0,84,61136,71101,8796,42,1,3759,3759,1,1,1,1,13,13,24,240,1153,288,3888,9576,2520,14634,11610,11610,1,12,588,576,480,23520,23040,21252,480,1,0,480,4800,1596,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1219,1,1219,1,0,1,0,150176,150179,149814,3759,60144,288,2520,576,13,360,2,11610,21252,1596,12768,4032,360,11850,480,1293,15,120,67791,72475,9734,59,1,5052,11469,1,1,1,1,13,13,24,240,1153,288,3888,9576,2520,14634,11610,11610,1,12,588,576,480,23520,23040,21252,480,1,0,480,4800,1596,480,360,360,0,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1219,1,1219,1,1,0,0,139268,139269,138942,3759,60144,288,2520,576,13,360,2,11610,23040,798,6371,4032,360,11850,240,0,0,84,61136,74328,3679,42,1,3759,3759,1,1,1,1,13,13,24,240,1153,288,3888,9576,2520,14634,11610,11610,1,12,588,576,480,23520,23040,23040,0,0,1,240,2400,798,240,360,360,480,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1219,1,1219,1,1,1,0,148295,148296,147933,3759,60144,288,2520,576,13,360,2,11610,23040,798,6371,4032,360,11850,240,1352,15,120,67791,76649,3679,57,1,5111,11419,1,1,1,1,13,13,24,240,1153,288,3888,9576,2520,14634,11610,11610,1,12,588,576,480,23520,23040,23040,0,0,1,240,2400,798,240,360,360,480,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1524,1,1524,0,0,0,0,171076,171077,170534,4259,68144,288,3020,576,13,360,2,17368,23004,1632,13056,4832,260,17848,480,0,0,60,89290,72853,8832,42,1,4259,4259,1,1,1,1,13,13,0,480,1153,288,8112,12684,3020,22200,17368,17368,1,12,588,576,480,23520,23040,23004,480,1,0,480,4800,1632,480,360,360,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regional_r96_a48,capture0_group1524,1,1524,0,0,1,0,181046,181047,180468,4259,68144,288,3020,576,13,360,2,17368,23004,1632,13056,4832,260,17848,480,1450,15,96,96931,74249,9714,57,1,5709,12764,1,1,1,1,13,13,0,480,1153,288,8112,12684,3020,22200,17368,17368,1,12,588,576,480,23520,23040,23004,480,1,0,480,4800,1632,480,360,360,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
