case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1	frontend_load_beats	configuration_beats	rank_catchup_pe_beats
boundary_333_334_packed_class	0	0	4	0	0	2417	2410	288	2344	160	536	8528	2144	0	0	0	0	16	2080	2	4	4	4	4	0	52	2292	0	0	164	333	334	383	386	75	85	1536
boundary_333_334_packed_class	0	0	4	0	1	6210	6203	288	2344	160	536	8528	2144	53	718	0	28	16	2080	2	4	3	4	4	0	52	2292	0	0	164	333	334	383	386	246	85	1536
boundary_333_334_packed_class	0	0	4	1	0	2409	2402	288	2344	160	536	8528	2144	0	0	0	0	0	2080	1	4	4	4	0	0	52	2292	0	0	164	333	334	383	386	75	85	1536
boundary_333_334_packed_class	0	0	4	1	1	6209	6202	288	2344	160	536	8528	2144	53	718	0	16	0	2080	1	4	3	4	0	0	52	2292	0	0	164	333	334	383	386	246	85	1536
boundary_333_334_packed_time	0	1	3	0	0	3763	3756	288	2344	160	536	25584	6432	0	0	5880	0	48	1056	2	4	4	4	4	0	52	2292	0	0	164	333	334	383	386	75	53	0
boundary_333_334_packed_time	0	1	3	0	1	6391	6384	288	2344	160	536	25584	6432	49	775	0	2	48	1056	2	4	3	4	4	0	52	2292	0	0	164	333	334	383	386	128	53	0
boundary_333_334_packed_time	0	1	3	1	0	2269	2262	288	2344	160	536	25584	6432	0	0	0	0	0	1056	2	4	4	4	0	0	52	2292	0	0	164	333	334	383	386	75	53	0
boundary_333_334_packed_time	0	1	3	1	1	6367	6360	288	2344	160	536	25584	6432	49	775	0	8	0	1056	2	4	3	4	0	0	52	2292	0	0	164	333	334	383	386	128	53	0
boundary_333_334_packed_time	0	1	4	0	0	3766	3759	288	2344	160	536	25584	6432	0	0	5750	0	48	1056	2	4	4	4	4	0	52	2292	0	0	164	333	334	383	386	75	53	1536
boundary_333_334_packed_time	0	1	4	0	1	6380	6373	288	2344	160	536	25584	6432	39	769	0	7	48	1056	2	4	4	4	4	0	52	2292	0	0	164	333	334	383	386	128	53	1536
boundary_333_334_packed_time	0	1	4	1	0	2273	2266	288	2344	160	536	25584	6432	0	0	0	0	0	1056	2	4	4	4	0	0	52	2292	0	0	164	333	334	383	386	75	53	1536
boundary_333_334_packed_time	0	1	4	1	1	6361	6354	288	2344	160	536	25584	6432	39	769	0	13	0	1056	2	4	4	4	0	0	52	2292	0	0	164	333	334	383	386	128	53	1536
boundary_334_333_packed_class	0	0	3	0	0	2413	2406	288	2344	160	536	8528	2144	0	0	0	0	16	2080	2	4	4	4	0	4	52	2292	0	0	164	334	333	386	383	75	85	0
boundary_334_333_packed_class	0	0	3	0	1	6496	6489	288	2344	160	536	8528	2144	48	780	0	14	16	2080	2	4	3	4	0	4	52	2292	0	0	164	334	333	386	383	123	85	0
boundary_334_333_packed_class	0	0	3	1	0	2405	2398	288	2344	160	536	8528	2144	0	0	0	0	0	2080	1	4	4	4	0	0	52	2292	0	0	164	334	333	386	383	75	85	0
boundary_334_333_packed_class	0	0	3	1	1	6494	6487	288	2344	160	536	8528	2144	48	780	0	25	0	2080	1	4	3	4	0	0	52	2292	0	0	164	334	333	386	383	123	85	0
boundary_334_333_packed_class	0	0	4	0	0	2417	2410	288	2344	160	536	8528	2144	0	0	0	0	16	2080	2	4	4	4	0	4	52	2292	0	0	164	334	333	386	383	75	85	1536
boundary_334_333_packed_class	0	0	4	0	1	6494	6487	288	2344	160	536	8528	2144	51	755	0	16	16	2080	2	4	3	4	0	4	52	2292	0	0	164	334	333	386	383	118	85	1536
boundary_334_333_packed_class	0	0	4	1	0	2409	2402	288	2344	160	536	8528	2144	0	0	0	0	0	2080	1	4	4	4	0	0	52	2292	0	0	164	334	333	386	383	75	85	1536
boundary_334_333_packed_class	0	0	4	1	1	6477	6470	288	2344	160	536	8528	2144	51	755	0	8	0	2080	1	4	3	4	0	0	52	2292	0	0	164	334	333	386	383	118	85	1536
boundary_334_333_packed_time	0	1	3	0	0	3763	3756	288	2344	160	536	25584	6432	0	0	5880	0	48	1056	2	4	4	4	0	4	52	2292	0	0	164	334	333	386	383	75	53	0
boundary_334_333_packed_time	0	1	3	0	1	6097	6090	288	2344	160	536	25584	6432	42	763	0	14	48	1056	2	4	3	4	0	4	52	2292	0	0	164	334	333	386	383	251	53	0
boundary_334_333_packed_time	0	1	3	1	0	2269	2262	288	2344	160	536	25584	6432	0	0	0	0	0	1056	2	4	4	4	0	0	52	2292	0	0	164	334	333	386	383	75	53	0
boundary_334_333_packed_time	0	1	3	1	1	6068	6061	288	2344	160	536	25584	6432	42	763	0	9	0	1056	2	4	3	4	0	0	52	2292	0	0	164	334	333	386	383	251	53	0
boundary_334_333_packed_time	0	1	4	0	0	3766	3759	288	2344	160	536	25584	6432	0	0	5750	0	48	1056	2	4	4	4	0	4	52	2292	0	0	164	334	333	386	383	75	53	1536
boundary_334_333_packed_time	0	1	4	0	1	6100	6093	288	2344	160	536	25584	6432	49	773	0	13	48	1056	2	4	3	4	0	4	52	2292	0	0	164	334	333	386	383	253	53	1536
boundary_334_333_packed_time	0	1	4	1	0	2273	2266	288	2344	160	536	25584	6432	0	0	0	0	0	1056	2	4	4	4	0	0	52	2292	0	0	164	334	333	386	383	75	53	1536
boundary_334_333_packed_time	0	1	4	1	1	6076	6069	288	2344	160	536	25584	6432	49	773	0	12	0	1056	2	4	3	4	0	0	52	2292	0	0	164	334	333	386	383	253	53	1536
