axis,window,pressure,arm,stage,slots
ordinary,interior,stress,full_code8,quantizer_constant_cold_fill,360
ordinary,interior,stress,full_code8,latent_CSE_control_cold_fill,1122
ordinary,interior,stress,full_code8,quantizer_predictor,10259
ordinary,interior,stress,full_code8,quantizer_actual_I24_read,21649
ordinary,interior,stress,full_code8,quantizer_RNE_clip8,17280
ordinary,interior,stress,full_code8,quantizer_code8_materialize,1963
ordinary,interior,stress,full_code8,retained_U_clear,960
ordinary,interior,stress,full_code8,U_actual_source_gather,17610
ordinary,interior,stress,full_code8,Uq_and_Ug_weight_supply,63395
ordinary,interior,stress,full_code8,U_scale_and_Uc_before_original_RNE,5760
ordinary,interior,stress,full_code8,U_full_D_existing_shift_add_CSE,85866
ordinary,interior,stress,full_code8,original_U_RNE_sat,2880
ordinary,interior,stress,full_code8,retained_P1_H48_V,86032
ordinary,interior,stress,full_code8,continuous_PED_egress,22976
ordinary,interior,stress,full_code8,projection_gate_egress,7768
