case	real	time	intersection	reduce	stress	cycles_through_done_handshake	last_gate	source_reads	w_reads	w_zero	packets	events	commits	source_req_wait	w_req_wait	w_response_wait	output_wait	barrier_wait	psn_issues	nr_peak	w_pending_peak	w_accept_peak	source_accept_peak	first_tile0	first_tile1	w_metadata_reads	w_value_reads	compare_active_PE_beats	weight_pointer_advances_without_value	nrv_skips	nnz_tile0	nnz_tile1	image_bytes_tile0	image_bytes_tile1
asymmetric_tail_cancel_packed_time	0	1	0	1	1	7710	7703	288	3072	3024	16	192	64	41	971	0	7	0	1024	1	4	3	3	0	0	0	3072	0	0	0	5	7	384	384
asymmetric_tail_cancel_packed_time	0	1	1	0	0	1676	1669	288	160	0	16	192	64	0	0	0	0	32	1024	1	4	4	4	4	0	112	48	3096	0	3024	5	7	17	23
asymmetric_tail_cancel_packed_time	0	1	1	0	1	2053	2046	288	160	0	16	192	64	53	43	0	10	32	1024	1	4	3	3	4	0	112	48	3182	0	3024	5	7	17	23
asymmetric_tail_cancel_packed_time	0	1	1	1	0	1668	1661	288	160	0	16	192	64	0	0	0	0	0	1024	1	4	4	4	0	0	112	48	3096	0	3024	5	7	17	23
asymmetric_tail_cancel_packed_time	0	1	1	1	1	2002	1995	288	160	0	16	192	64	45	62	0	11	0	1024	1	4	3	4	0	0	112	48	3165	0	3024	5	7	17	23
S15_limits_packed_class	0	0	0	0	0	2757	2750	288	3072	2044	260	4112	1040	0	0	0	0	20	2016	2	4	4	4	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_class	0	0	0	0	1	7867	7860	288	3072	2044	260	4112	1040	46	988	0	31	20	2016	2	4	3	4	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_class	0	0	0	1	0	2757	2750	288	3072	2044	260	4112	1040	0	0	0	0	20	2016	1	4	4	4	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_class	0	0	0	1	1	7882	7875	288	3072	2044	260	4112	1040	41	992	0	57	20	2016	1	4	3	3	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_class	0	0	1	0	0	3599	3592	288	3100	0	260	4112	1040	0	0	0	0	20	2016	1	4	4	4	0	4	2072	1028	4112	0	2044	129	128	389	386
S15_limits_packed_class	0	0	1	0	1	8904	8897	288	3100	0	260	4112	1040	42	978	0	33	20	2016	1	4	4	4	0	4	2072	1028	6065	0	2044	129	128	389	386
S15_limits_packed_class	0	0	1	1	0	3599	3592	288	3100	0	260	4112	1040	0	0	0	0	20	2016	1	4	4	4	0	4	2072	1028	4112	0	2044	129	128	389	386
S15_limits_packed_class	0	0	1	1	1	8942	8935	288	3100	0	260	4112	1040	31	1036	0	27	20	2016	1	4	3	4	0	4	2072	1028	6505	0	2044	129	128	389	386
S15_limits_packed_time	0	1	0	0	0	2617	2610	288	3072	2044	260	4112	1040	0	0	0	0	20	1024	2	4	4	4	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_time	0	1	0	0	1	7782	7775	288	3072	2044	260	4112	1040	30	961	0	19	20	1024	2	4	4	3	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_time	0	1	0	1	0	2617	2610	288	3072	2044	260	4112	1040	0	0	0	0	20	1024	1	4	4	4	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_time	0	1	0	1	1	7753	7746	288	3072	2044	260	4112	1040	46	1055	0	2	20	1024	1	4	3	4	0	4	0	3072	0	0	0	129	128	384	384
S15_limits_packed_time	0	1	1	0	0	3459	3452	288	3100	0	260	4112	1040	0	0	0	0	20	1024	1	4	4	4	0	4	2072	1028	4112	0	2044	129	128	389	386
S15_limits_packed_time	0	1	1	0	1	8739	8732	288	3100	0	260	4112	1040	47	1030	0	13	20	1024	1	4	4	3	0	4	2072	1028	6320	0	2044	129	128	389	386
S15_limits_packed_time	0	1	1	1	0	3459	3452	288	3100	0	260	4112	1040	0	0	0	0	20	1024	1	4	4	4	0	4	2072	1028	4112	0	2044	129	128	389	386
S15_limits_packed_time	0	1	1	1	1	8786	8779	288	3100	0	260	4112	1040	31	1015	0	8	20	1024	1	4	3	4	0	4	2072	1028	6161	0	2044	129	128	389	386
nonunit_theta_rational_packed_class	0	0	0	0	0	2763	2756	288	3072	440	664	9212	9212	0	0	0	0	4	2016	2	4	4	4	2	2	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_class	0	0	0	0	1	7858	7851	288	3072	440	664	9212	9212	38	982	0	23	0	2016	2	4	3	4	0	0	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_class	0	0	0	1	0	2763	2756	288	3072	440	664	9212	9212	0	0	0	0	4	2016	2	4	4	4	2	2	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_class	0	0	0	1	1	7873	7866	288	3072	440	664	9212	9212	55	1027	0	35	2	2016	2	4	4	4	2	0	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_class	0	0	1	0	0	7053	7046	288	7912	0	664	9212	9212	0	0	0	0	0	2016	1	4	4	4	0	0	5280	2632	9648	0	440	329	329	989	989
nonunit_theta_rational_packed_class	0	0	1	0	1	19795	19788	288	7912	0	664	9212	9212	53	2628	0	27	0	2016	2	4	4	2	0	0	5280	2632	15274	0	440	329	329	989	989
nonunit_theta_rational_packed_class	0	0	1	1	0	7053	7046	288	7912	0	664	9212	9212	0	0	0	0	0	2016	1	4	4	4	0	0	5280	2632	9648	0	440	329	329	989	989
nonunit_theta_rational_packed_class	0	0	1	1	1	19816	19809	288	7912	0	664	9212	9212	37	2750	0	36	0	2016	1	4	3	3	0	0	5280	2632	15504	0	440	329	329	989	989
nonunit_theta_rational_packed_time	0	1	0	0	0	2636	2629	288	3072	440	664	15792	7920	0	0	0	0	12	1024	2	4	4	4	2	2	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_time	0	1	0	0	1	7761	7754	288	3072	440	664	15792	7920	42	1004	0	16	11	1024	2	4	4	4	0	4	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_time	0	1	0	1	0	2622	2615	288	3072	440	664	15792	7920	0	0	0	0	0	1024	2	4	4	4	0	0	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_time	0	1	0	1	1	7765	7758	288	3072	440	664	15792	7920	42	1063	0	13	0	1024	2	4	3	4	0	0	0	3072	0	0	0	329	329	384	384
nonunit_theta_rational_packed_time	0	1	1	0	0	6919	6912	288	7912	0	664	15792	7920	0	0	0	0	16	1024	2	4	4	4	0	4	5280	2632	9648	0	440	329	329	989	989
nonunit_theta_rational_packed_time	0	1	1	0	1	19687	19680	288	7912	0	664	15792	7920	54	2616	0	6	0	1024	2	4	4	3	0	0	5280	2632	15517	0	440	329	329	989	989
nonunit_theta_rational_packed_time	0	1	1	1	0	6915	6908	288	7912	0	664	15792	7920	0	0	0	0	0	1024	1	4	4	4	0	0	5280	2632	9648	0	440	329	329	989	989
nonunit_theta_rational_packed_time	0	1	1	1	1	19629	19622	288	7912	0	664	15792	7920	38	2558	0	13	0	1024	1	4	3	4	0	0	5280	2632	15457	0	440	329	329	989	989
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	0	0	2789	2782	288	2986	1497	375	4549	3228	0	0	0	0	15	2656	2	4	4	4	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	0	1	7755	7748	288	2986	1497	375	4549	3228	43	955	0	42	15	2656	2	4	3	3	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	1	0	2786	2779	288	2986	1497	375	4549	3228	0	0	0	0	12	2656	2	4	4	4	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	1	1	7737	7730	288	2986	1497	375	4549	3228	35	965	0	13	12	2656	2	4	4	4	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	0	0	4663	4656	288	4577	0	375	4549	3228	0	0	0	0	15	2656	2	4	4	4	0	3	3088	1489	4076	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	0	1	11848	11841	288	4577	0	375	4549	3228	35	1556	0	9	15	2656	2	4	3	4	0	3	3088	1489	8079	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	1	0	4661	4654	288	4577	0	375	4549	3228	0	0	0	0	12	2656	2	4	4	4	0	3	3088	1489	4076	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	1	1	11775	11768	288	4577	0	375	4549	3228	45	1533	0	6	12	2656	1	4	3	2	0	3	3088	1489	8071	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	0	0	2757	2750	288	2986	1497	375	5725	3673	0	0	0	0	17	2400	2	4	4	4	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	0	1	7686	7679	288	2986	1497	375	5725	3673	52	958	0	33	20	2400	2	4	3	4	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	1	0	2750	2743	288	2986	1497	375	5725	3673	0	0	0	0	11	2400	2	4	4	4	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	1	1	7735	7728	288	2986	1497	375	5725	3673	40	975	0	41	11	2400	2	4	3	3	0	3	0	2986	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	0	0	4627	4620	288	4577	0	375	5725	3673	0	0	0	0	20	2400	2	4	4	4	0	3	3088	1489	4076	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	0	1	11753	11746	288	4577	0	375	5725	3673	39	1446	0	23	20	2400	2	4	3	4	0	3	3088	1489	8134	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	1	0	4626	4619	288	4577	0	375	5725	3673	0	0	0	0	11	2400	2	4	4	4	0	3	3088	1489	4076	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	1	1	11729	11722	288	4577	0	375	5725	3673	45	1431	0	25	11	2400	1	4	4	3	0	3	3088	1489	7916	47	1497	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	0	0	2789	2782	288	2946	1475	370	4584	3226	0	0	0	0	15	2656	2	4	4	4	1	2	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	0	1	7729	7722	288	2946	1475	370	4584	3226	48	1004	0	32	21	2656	2	4	3	3	1	2	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	1	0	2787	2780	288	2946	1475	370	4584	3226	0	0	0	0	13	2656	2	4	4	4	1	2	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	1	1	7738	7731	288	2946	1475	370	4584	3226	34	985	0	20	13	2656	2	4	3	3	1	1	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	0	0	4554	4547	288	4559	0	370	4584	3226	0	0	0	0	21	2656	2	4	4	4	1	2	3088	1471	4110	65	1475	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	0	1	11824	11817	288	4559	0	370	4584	3226	48	1538	0	13	20	2656	1	4	4	3	1	2	3088	1471	8008	65	1475	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	1	0	4555	4548	288	4559	0	370	4584	3226	0	0	0	0	14	2656	2	4	4	4	1	2	3088	1471	4110	65	1475	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	1	1	11707	11700	288	4559	0	370	4584	3226	52	1481	0	26	14	2656	1	4	4	4	1	2	3088	1471	7984	65	1475	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	0	0	2754	2747	288	2946	1475	370	5627	3616	0	0	0	0	16	2400	2	4	4	4	1	2	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	0	1	7711	7704	288	2946	1475	370	5627	3616	50	1012	0	29	25	2400	2	4	4	4	2	2	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	1	0	2751	2744	288	2946	1475	370	5627	3616	0	0	0	0	14	2400	2	4	4	4	2	2	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	1	1	7676	7669	288	2946	1475	370	5627	3616	48	985	0	36	19	2400	2	4	3	3	2	2	0	2946	0	0	0	192	192	384	384
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	0	0	4519	4512	288	4559	0	370	5627	3616	0	0	0	0	23	2400	2	4	4	4	2	2	3088	1471	4110	65	1475	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	0	1	11711	11704	288	4559	0	370	5627	3616	46	1457	0	27	21	2400	2	4	4	3	2	2	3088	1471	7931	65	1475	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	1	0	4519	4512	288	4559	0	370	5627	3616	0	0	0	0	16	2400	2	4	4	4	2	2	3088	1471	4110	65	1475	192	192	578	578
pruned_row_2of4_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	1	1	11702	11695	288	4559	0	370	5627	3616	53	1461	0	31	16	2400	1	4	3	4	2	2	3088	1471	7996	65	1475	192	192	578	578
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	0	0	2788	2781	288	2986	1510	371	4580	3273	0	0	0	0	6	2656	2	4	4	4	1	1	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	0	1	7749	7742	288	2986	1510	371	4580	3273	44	984	0	26	10	2656	2	4	3	3	0	2	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	1	0	2787	2780	288	2986	1510	371	4580	3273	0	0	0	0	2	2656	2	4	4	4	1	0	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	0	1	1	7776	7769	288	2986	1510	371	4580	3273	41	1031	0	24	6	2656	2	4	3	4	2	0	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	0	0	5746	5739	288	4524	0	371	4580	3273	0	0	0	0	6	2656	2	4	4	4	1	1	3048	1476	6562	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	0	1	14108	14101	288	4524	0	371	4580	3273	41	1486	0	35	8	2656	1	4	3	3	2	0	3048	1476	11167	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	1	0	5745	5738	288	4524	0	371	4580	3273	0	0	0	0	2	2656	2	4	4	4	1	0	3048	1476	6562	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_class	1	0	1	1	1	13978	13971	288	4524	0	371	4580	3273	38	1485	0	33	9	2656	1	4	4	4	0	1	3048	1476	10887	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	0	0	2757	2750	288	2986	1510	371	5837	3756	0	0	0	0	3	2400	2	4	4	4	0	1	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	0	1	7727	7720	288	2986	1510	371	5837	3756	37	981	0	32	9	2400	2	4	3	4	1	1	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	1	0	2749	2742	288	2986	1510	371	5837	3756	0	0	0	0	0	2400	2	4	4	4	0	0	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	0	1	1	7753	7746	288	2986	1510	371	5837	3756	34	1020	0	28	4	2400	2	4	3	4	1	0	0	2986	0	0	0	190	189	384	384
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	0	0	5715	5708	288	4524	0	371	5837	3756	0	0	0	0	11	2400	2	4	4	4	1	1	3048	1476	6562	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	0	1	13991	13984	288	4524	0	371	5837	3756	52	1500	0	22	13	2400	2	4	3	4	2	0	3048	1476	10948	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	1	0	5707	5700	288	4524	0	371	5837	3756	0	0	0	0	0	2400	2	4	4	4	0	0	3048	1476	6562	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_09_a_0001_s2b3_p408_h633_1366_packed_time	1	1	1	1	1	14345	14338	288	4524	0	371	5837	3756	35	1506	0	25	9	2400	1	4	4	3	0	1	3048	1476	11570	40	1510	190	189	572	569
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	0	0	2791	2784	288	2946	1491	367	4490	3148	0	0	0	0	2	2656	2	4	4	4	1	0	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	0	1	7639	7632	288	2946	1491	367	4490	3148	29	929	0	25	4	2656	2	4	4	3	0	1	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	1	0	2790	2783	288	2946	1491	367	4490	3148	0	0	0	0	2	2656	2	4	4	4	1	0	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	0	1	1	7678	7671	288	2946	1491	367	4490	3148	49	1004	0	32	2	2656	2	4	3	3	1	0	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	0	0	5691	5684	288	4487	0	367	4490	3148	0	0	0	0	3	2656	2	4	4	4	1	0	3032	1455	6002	53	1491	190	187	572	563
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	0	1	14011	14004	288	4487	0	367	4490	3148	39	1482	0	22	3	2656	2	4	4	3	1	0	3032	1455	10854	53	1491	190	187	572	563
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	1	0	5690	5683	288	4487	0	367	4490	3148	0	0	0	0	2	2656	2	4	4	4	1	0	3032	1455	6002	53	1491	190	187	572	563
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_class	1	0	1	1	1	13844	13837	288	4487	0	367	4490	3148	41	1494	0	20	4	2656	1	4	4	4	0	1	3032	1455	10683	53	1491	190	187	572	563
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	0	0	2760	2753	288	2946	1491	367	5515	3554	0	0	0	0	2	2400	2	4	4	4	1	0	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	0	1	7671	7664	288	2946	1491	367	5515	3554	35	949	0	33	3	2400	2	4	3	3	0	1	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	1	0	2755	2748	288	2946	1491	367	5515	3554	0	0	0	0	1	2400	2	4	4	4	1	0	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	0	1	1	7692	7685	288	2946	1491	367	5515	3554	48	1028	0	29	1	2400	2	4	3	4	1	0	0	2946	0	0	0	190	187	384	384
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	0	0	5658	5651	288	4487	0	367	5515	3554	0	0	0	0	3	2400	2	4	4	4	1	0	3032	1455	6002	53	1491	190	187	572	563
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	0	1	14167	14160	288	4487	0	367	5515	3554	45	1571	0	36	3	2400	2	4	4	3	1	0	3032	1455	11154	53	1491	190	187	572	563
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	1	0	5655	5648	288	4487	0	367	5515	3554	0	0	0	0	1	2400	2	4	4	4	1	0	3032	1455	6002	53	1491	190	187	572	563
pruned_broadcast8_C16_half_trained_zurich_city_02_c_0011_s2b3_p464_h730_1463_packed_time	1	1	1	1	1	13834	13827	288	4487	0	367	5515	3554	36	1512	0	36	6	2400	2	4	4	4	0	1	3032	1455	10649	53	1491	190	187	572	563
