receipt,fixture,first_tile,tiles,mode,stall,command,total_cycles,static_words,source_load_words,external_source_words,padding_words,core_weight_words,core_z_vector_reads,core_z_writes,core_psum_reads,core_psum_writes,core_first_issues,core_mac_issues,core_output_stalls,consumer_cycles,consumer_join_wait_cycles,consumer_output_stalls,output_beats,window_cycles,conflict_cycles,both_compute_cycles,shared_alu_grants
results.json,real_2,,,0,0,0,12223,1848,1536,864,672,87,43,23,480,480,3,96,2419,8835,5450,0,480,8836,0,0,99
results.json,real_2,,,0,0,1,10375,0,1536,864,672,87,43,23,480,480,3,96,2419,8835,5450,0,480,8836,0,0,99
results.json,real_2,,,0,1,0,13282,1848,1536,864,672,87,43,23,480,480,3,96,2808,9259,5603,271,480,9260,0,0,99
results.json,real_2,,,0,1,1,11279,0,1536,864,672,87,43,23,480,480,3,96,2808,9258,5602,271,480,9259,0,0,99
results.json,real_2,,,1,0,0,12223,1848,1536,864,672,87,43,23,480,480,3,96,2419,8835,5450,0,480,8836,0,0,99
results.json,real_2,,,1,0,1,10375,0,1536,864,672,87,43,23,480,480,3,96,2419,8835,5450,0,480,8836,0,0,99
results.json,real_2,,,1,1,0,13282,1848,1536,864,672,87,43,23,480,480,3,96,2808,9259,5603,271,480,9260,0,0,99
results.json,real_2,,,1,1,1,11279,0,1536,864,672,87,43,23,480,480,3,96,2808,9258,5602,271,480,9259,0,0,99
results.json,real_2,,,2,0,0,12223,1848,1536,864,672,87,43,23,480,480,3,96,2419,8835,5450,0,480,8836,0,0,99
results.json,real_2,,,2,0,1,10375,0,1536,864,672,87,43,23,480,480,3,96,2419,8835,5450,0,480,8836,0,0,99
results.json,real_2,,,2,1,0,13282,1848,1536,864,672,87,43,23,480,480,3,96,2808,9259,5603,271,480,9260,0,0,99
results.json,real_2,,,2,1,1,11279,0,1536,864,672,87,43,23,480,480,3,96,2808,9258,5602,271,480,9259,0,0,99
results.json,real_3,,,0,0,0,13859,1848,1536,864,672,176,181,161,480,480,141,1164,2419,10471,7086,0,480,10472,0,0,1305
results.json,real_3,,,0,0,1,12011,0,1536,864,672,176,181,161,480,480,141,1164,2419,10471,7086,0,480,10472,0,0,1305
results.json,real_3,,,0,1,0,14979,1848,1536,864,672,176,181,161,480,480,141,1164,2808,10962,7307,270,480,10963,0,0,1305
results.json,real_3,,,0,1,1,12977,0,1536,864,672,176,181,161,480,480,141,1164,2807,10962,7308,269,480,10963,0,0,1305
results.json,real_3,,,1,0,0,13859,1848,1536,864,672,176,181,161,480,480,141,1164,2419,10471,7086,0,480,10472,0,0,1305
results.json,real_3,,,1,0,1,12011,0,1536,864,672,176,181,161,480,480,141,1164,2419,10471,7086,0,480,10472,0,0,1305
results.json,real_3,,,1,1,0,14979,1848,1536,864,672,176,181,161,480,480,141,1164,2808,10962,7307,270,480,10963,0,0,1305
results.json,real_3,,,1,1,1,12977,0,1536,864,672,176,181,161,480,480,141,1164,2807,10962,7308,269,480,10963,0,0,1305
results.json,real_3,,,2,0,0,13859,1848,1536,864,672,176,181,161,480,480,141,1164,2419,10471,7086,0,480,10472,0,0,1305
results.json,real_3,,,2,0,1,12011,0,1536,864,672,176,181,161,480,480,141,1164,2419,10471,7086,0,480,10472,0,0,1305
results.json,real_3,,,2,1,0,14979,1848,1536,864,672,176,181,161,480,480,141,1164,2808,10962,7307,270,480,10963,0,0,1305
results.json,real_3,,,2,1,1,12977,0,1536,864,672,176,181,161,480,480,141,1164,2807,10962,7308,269,480,10963,0,0,1305
results.json,real_4,,,0,0,0,16902,1848,1536,1536,0,331,596,576,480,480,556,2652,2419,13514,10129,0,480,13515,0,0,3208
results.json,real_4,,,0,0,1,15054,0,1536,1536,0,331,596,576,480,480,556,2652,2419,13514,10129,0,480,13515,0,0,3208
results.json,real_4,,,0,1,0,18334,1848,1536,1536,0,331,596,576,480,480,556,2652,2805,14178,10524,269,480,14179,0,0,3208
results.json,real_4,,,0,1,1,16332,0,1536,1536,0,331,596,576,480,480,556,2652,2804,14178,10525,268,480,14179,0,0,3208
results.json,real_4,,,1,0,0,16902,1848,1536,1536,0,331,596,576,480,480,556,2652,2419,13514,10129,0,480,13515,0,0,3208
results.json,real_4,,,1,0,1,15054,0,1536,1536,0,331,596,576,480,480,556,2652,2419,13514,10129,0,480,13515,0,0,3208
results.json,real_4,,,1,1,0,18334,1848,1536,1536,0,331,596,576,480,480,556,2652,2805,14178,10524,269,480,14179,0,0,3208
results.json,real_4,,,1,1,1,16332,0,1536,1536,0,331,596,576,480,480,556,2652,2804,14178,10525,268,480,14179,0,0,3208
results.json,real_4,,,2,0,0,16902,1848,1536,1536,0,331,596,576,480,480,556,2652,2419,13514,10129,0,480,13515,0,0,3208
results.json,real_4,,,2,0,1,15054,0,1536,1536,0,331,596,576,480,480,556,2652,2419,13514,10129,0,480,13515,0,0,3208
results.json,real_4,,,2,1,0,18334,1848,1536,1536,0,331,596,576,480,480,556,2652,2805,14178,10524,269,480,14179,0,0,3208
results.json,real_4,,,2,1,1,16332,0,1536,1536,0,331,596,576,480,480,556,2652,2804,14178,10525,268,480,14179,0,0,3208
results.json,real_5,,,0,0,0,14974,1848,1536,1536,0,261,376,356,480,480,336,1524,2419,11586,8201,0,480,11587,0,0,1860
results.json,real_5,,,0,0,1,13126,0,1536,1536,0,261,376,356,480,480,336,1524,2419,11586,8201,0,480,11587,0,0,1860
results.json,real_5,,,0,1,0,16362,1848,1536,1536,0,261,376,356,480,480,336,1524,2808,12206,8550,271,480,12207,0,0,1860
results.json,real_5,,,0,1,1,14359,0,1536,1536,0,261,376,356,480,480,336,1524,2808,12205,8549,271,480,12206,0,0,1860
results.json,real_5,,,1,0,0,14974,1848,1536,1536,0,261,376,356,480,480,336,1524,2419,11586,8201,0,480,11587,0,0,1860
results.json,real_5,,,1,0,1,13126,0,1536,1536,0,261,376,356,480,480,336,1524,2419,11586,8201,0,480,11587,0,0,1860
results.json,real_5,,,1,1,0,16362,1848,1536,1536,0,261,376,356,480,480,336,1524,2808,12206,8550,271,480,12207,0,0,1860
results.json,real_5,,,1,1,1,14359,0,1536,1536,0,261,376,356,480,480,336,1524,2808,12205,8549,271,480,12206,0,0,1860
results.json,real_5,,,2,0,0,14974,1848,1536,1536,0,261,376,356,480,480,336,1524,2419,11586,8201,0,480,11587,0,0,1860
results.json,real_5,,,2,0,1,13126,0,1536,1536,0,261,376,356,480,480,336,1524,2419,11586,8201,0,480,11587,0,0,1860
results.json,real_5,,,2,1,0,16362,1848,1536,1536,0,261,376,356,480,480,336,1524,2808,12206,8550,271,480,12207,0,0,1860
results.json,real_5,,,2,1,1,14359,0,1536,1536,0,261,376,356,480,480,336,1524,2808,12205,8549,271,480,12206,0,0,1860
results.json,real_6,,,0,0,0,22530,1848,1536,1536,0,703,1904,1884,480,480,1864,3612,2419,19142,15757,0,480,19143,0,0,5476
results.json,real_6,,,0,0,1,20682,0,1536,1536,0,703,1904,1884,480,480,1864,3612,2419,19142,15757,0,480,19143,0,0,5476
results.json,real_6,,,0,1,0,24102,1848,1536,1536,0,703,1904,1884,480,480,1864,3612,2808,19946,16293,268,480,19947,0,0,5476
results.json,real_6,,,0,1,1,22099,0,1536,1536,0,703,1904,1884,480,480,1864,3612,2808,19945,16289,271,480,19946,0,0,5476
results.json,real_6,,,1,0,0,22530,1848,1536,1536,0,703,1904,1884,480,480,1864,3612,2419,19142,15757,0,480,19143,0,0,5476
results.json,real_6,,,1,0,1,20682,0,1536,1536,0,703,1904,1884,480,480,1864,3612,2419,19142,15757,0,480,19143,0,0,5476
results.json,real_6,,,1,1,0,24102,1848,1536,1536,0,703,1904,1884,480,480,1864,3612,2808,19946,16293,268,480,19947,0,0,5476
results.json,real_6,,,1,1,1,22099,0,1536,1536,0,703,1904,1884,480,480,1864,3612,2808,19945,16289,271,480,19946,0,0,5476
results.json,real_6,,,2,0,0,22530,1848,1536,1536,0,703,1904,1884,480,480,1864,3612,2419,19142,15757,0,480,19143,0,0,5476
results.json,real_6,,,2,0,1,20682,0,1536,1536,0,703,1904,1884,480,480,1864,3612,2419,19142,15757,0,480,19143,0,0,5476
results.json,real_6,,,2,1,0,24102,1848,1536,1536,0,703,1904,1884,480,480,1864,3612,2808,19946,16293,268,480,19947,0,0,5476
results.json,real_6,,,2,1,1,22099,0,1536,1536,0,703,1904,1884,480,480,1864,3612,2808,19945,16289,271,480,19946,0,0,5476
results.json,real_7,,,0,0,0,19898,1848,1536,1536,0,536,1194,1174,480,480,1154,3444,2419,16510,13125,0,480,16511,0,0,4598
results.json,real_7,,,0,0,1,18050,0,1536,1536,0,536,1194,1174,480,480,1154,3444,2419,16510,13125,0,480,16511,0,0,4598
results.json,real_7,,,0,1,0,21377,1848,1536,1536,0,536,1194,1174,480,480,1154,3444,2804,17221,13567,269,480,17222,0,0,4598
results.json,real_7,,,0,1,1,19372,0,1536,1536,0,536,1194,1174,480,480,1154,3444,2803,17218,13566,267,480,17219,0,0,4598
results.json,real_7,,,1,0,0,19898,1848,1536,1536,0,536,1194,1174,480,480,1154,3444,2419,16510,13125,0,480,16511,0,0,4598
results.json,real_7,,,1,0,1,18050,0,1536,1536,0,536,1194,1174,480,480,1154,3444,2419,16510,13125,0,480,16511,0,0,4598
results.json,real_7,,,1,1,0,21377,1848,1536,1536,0,536,1194,1174,480,480,1154,3444,2804,17221,13567,269,480,17222,0,0,4598
results.json,real_7,,,1,1,1,19372,0,1536,1536,0,536,1194,1174,480,480,1154,3444,2803,17218,13566,267,480,17219,0,0,4598
results.json,real_7,,,2,0,0,19898,1848,1536,1536,0,536,1194,1174,480,480,1154,3444,2419,16510,13125,0,480,16511,0,0,4598
results.json,real_7,,,2,0,1,18050,0,1536,1536,0,536,1194,1174,480,480,1154,3444,2419,16510,13125,0,480,16511,0,0,4598
results.json,real_7,,,2,1,0,21377,1848,1536,1536,0,536,1194,1174,480,480,1154,3444,2804,17221,13567,269,480,17222,0,0,4598
results.json,real_7,,,2,1,1,19372,0,1536,1536,0,536,1194,1174,480,480,1154,3444,2803,17218,13566,267,480,17219,0,0,4598
results.json,zero,,,0,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,zero,,,0,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,zero,,,0,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,zero,,,0,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,zero,,,1,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,zero,,,1,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,zero,,,1,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,zero,,,1,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,zero,,,2,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,zero,,,2,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,zero,,,2,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,zero,,,2,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,one,,,0,0,0,68916,1848,1536,1536,0,946,17280,17260,480,480,17240,3360,2419,65528,62143,0,480,65529,0,0,20600
results.json,one,,,0,0,1,67068,0,1536,1536,0,946,17280,17260,480,480,17240,3360,2419,65528,62143,0,480,65529,0,0,20600
results.json,one,,,0,1,0,70554,1848,1536,1536,0,946,17280,17260,480,480,17240,3360,2809,66398,62743,270,480,66399,0,0,20600
results.json,one,,,0,1,1,68549,0,1536,1536,0,946,17280,17260,480,480,17240,3360,2806,66395,62742,268,480,66396,0,0,20600
results.json,one,,,1,0,0,68916,1848,1536,1536,0,946,17280,17260,480,480,17240,3360,2419,65528,62143,0,480,65529,0,0,20600
results.json,one,,,1,0,1,67068,0,1536,1536,0,946,17280,17260,480,480,17240,3360,2419,65528,62143,0,480,65529,0,0,20600
results.json,one,,,1,1,0,70554,1848,1536,1536,0,946,17280,17260,480,480,17240,3360,2809,66398,62743,270,480,66399,0,0,20600
results.json,one,,,1,1,1,68549,0,1536,1536,0,946,17280,17260,480,480,17240,3360,2806,66395,62742,268,480,66396,0,0,20600
results.json,one,,,2,0,0,68916,1848,1536,1536,0,946,17280,17260,480,480,17240,3360,2419,65528,62143,0,480,65529,0,0,20600
results.json,one,,,2,0,1,67068,0,1536,1536,0,946,17280,17260,480,480,17240,3360,2419,65528,62143,0,480,65529,0,0,20600
results.json,one,,,2,1,0,70554,1848,1536,1536,0,946,17280,17260,480,480,17240,3360,2809,66398,62743,270,480,66399,0,0,20600
results.json,one,,,2,1,1,68549,0,1536,1536,0,946,17280,17260,480,480,17240,3360,2806,66395,62742,268,480,66396,0,0,20600
results.json,padding_poison,,,0,0,0,60636,1848,1536,864,672,958,14400,14380,480,480,14360,3720,2419,57248,53863,0,480,57249,0,0,18080
results.json,padding_poison,,,0,0,1,58788,0,1536,864,672,958,14400,14380,480,480,14360,3720,2419,57248,53863,0,480,57249,0,0,18080
results.json,padding_poison,,,0,1,0,62012,1848,1536,864,672,958,14400,14380,480,480,14360,3720,2806,57993,54338,270,480,57994,0,0,18080
results.json,padding_poison,,,0,1,1,60009,0,1536,864,672,958,14400,14380,480,480,14360,3720,2806,57992,54338,269,480,57993,0,0,18080
results.json,padding_poison,,,1,0,0,60636,1848,1536,864,672,958,14400,14380,480,480,14360,3720,2419,57248,53863,0,480,57249,0,0,18080
results.json,padding_poison,,,1,0,1,58788,0,1536,864,672,958,14400,14380,480,480,14360,3720,2419,57248,53863,0,480,57249,0,0,18080
results.json,padding_poison,,,1,1,0,62012,1848,1536,864,672,958,14400,14380,480,480,14360,3720,2806,57993,54338,270,480,57994,0,0,18080
results.json,padding_poison,,,1,1,1,60009,0,1536,864,672,958,14400,14380,480,480,14360,3720,2806,57992,54338,269,480,57993,0,0,18080
results.json,padding_poison,,,2,0,0,60636,1848,1536,864,672,958,14400,14380,480,480,14360,3720,2419,57248,53863,0,480,57249,0,0,18080
results.json,padding_poison,,,2,0,1,58788,0,1536,864,672,958,14400,14380,480,480,14360,3720,2419,57248,53863,0,480,57249,0,0,18080
results.json,padding_poison,,,2,1,0,62012,1848,1536,864,672,958,14400,14380,480,480,14360,3720,2806,57993,54338,270,480,57994,0,0,18080
results.json,padding_poison,,,2,1,1,60009,0,1536,864,672,958,14400,14380,480,480,14360,3720,2806,57992,54338,269,480,57993,0,0,18080
results.json,identity_ties_sat,,,0,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,identity_ties_sat,,,0,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,identity_ties_sat,,,0,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,identity_ties_sat,,,0,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,identity_ties_sat,,,1,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,identity_ties_sat,,,1,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,identity_ties_sat,,,1,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,identity_ties_sat,,,1,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,identity_ties_sat,,,2,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,identity_ties_sat,,,2,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,identity_ties_sat,,,2,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,identity_ties_sat,,,2,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,product_ties,,,0,0,0,11793,1848,1536,1536,0,13,60,40,480,480,20,480,2419,8405,5020,0,480,8406,0,0,500
results.json,product_ties,,,0,0,1,9945,0,1536,1536,0,13,60,40,480,480,20,480,2419,8405,5020,0,480,8406,0,0,500
results.json,product_ties,,,0,1,0,13117,1848,1536,1536,0,13,60,40,480,480,20,480,2810,8961,5303,273,480,8962,0,0,500
results.json,product_ties,,,0,1,1,11114,0,1536,1536,0,13,60,40,480,480,20,480,2810,8960,5304,271,480,8961,0,0,500
results.json,product_ties,,,1,0,0,11793,1848,1536,1536,0,13,60,40,480,480,20,480,2419,8405,5020,0,480,8406,0,0,500
results.json,product_ties,,,1,0,1,9945,0,1536,1536,0,13,60,40,480,480,20,480,2419,8405,5020,0,480,8406,0,0,500
results.json,product_ties,,,1,1,0,13117,1848,1536,1536,0,13,60,40,480,480,20,480,2810,8961,5303,273,480,8962,0,0,500
results.json,product_ties,,,1,1,1,11114,0,1536,1536,0,13,60,40,480,480,20,480,2810,8960,5304,271,480,8961,0,0,500
results.json,product_ties,,,2,0,0,11793,1848,1536,1536,0,13,60,40,480,480,20,480,2419,8405,5020,0,480,8406,0,0,500
results.json,product_ties,,,2,0,1,9945,0,1536,1536,0,13,60,40,480,480,20,480,2419,8405,5020,0,480,8406,0,0,500
results.json,product_ties,,,2,1,0,13117,1848,1536,1536,0,13,60,40,480,480,20,480,2810,8961,5303,273,480,8962,0,0,500
results.json,product_ties,,,2,1,1,11114,0,1536,1536,0,13,60,40,480,480,20,480,2810,8960,5304,271,480,8961,0,0,500
results.json,extreme_1,,,0,0,0,69522,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_1,,,0,0,1,67674,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_1,,,0,1,0,71167,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2809,67011,63356,270,480,67012,0,0,21120
results.json,extreme_1,,,0,1,1,69162,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2806,67008,63353,270,480,67009,0,0,21120
results.json,extreme_1,,,1,0,0,69522,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_1,,,1,0,1,67674,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_1,,,1,1,0,71167,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2809,67011,63356,270,480,67012,0,0,21120
results.json,extreme_1,,,1,1,1,69162,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2806,67008,63353,270,480,67009,0,0,21120
results.json,extreme_1,,,2,0,0,69522,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_1,,,2,0,1,67674,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_1,,,2,1,0,71167,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2809,67011,63356,270,480,67012,0,0,21120
results.json,extreme_1,,,2,1,1,69162,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2806,67008,63353,270,480,67009,0,0,21120
results.json,extreme_-1,,,0,0,0,69522,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_-1,,,0,0,1,67674,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_-1,,,0,1,0,71167,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2809,67011,63356,270,480,67012,0,0,21120
results.json,extreme_-1,,,0,1,1,69162,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2806,67008,63353,270,480,67009,0,0,21120
results.json,extreme_-1,,,1,0,0,69522,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_-1,,,1,0,1,67674,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_-1,,,1,1,0,71167,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2809,67011,63356,270,480,67012,0,0,21120
results.json,extreme_-1,,,1,1,1,69162,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2806,67008,63353,270,480,67009,0,0,21120
results.json,extreme_-1,,,2,0,0,69522,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_-1,,,2,0,1,67674,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2419,66134,62749,0,480,66135,0,0,21120
results.json,extreme_-1,,,2,1,0,71167,1848,1536,1536,0,960,17320,17300,480,480,17280,3840,2809,67011,63356,270,480,67012,0,0,21120
results.json,extreme_-1,,,2,1,1,69162,0,1536,1536,0,960,17320,17300,480,480,17280,3840,2806,67008,63353,270,480,67009,0,0,21120
results.json,fp_conversion_boundaries,,,0,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,fp_conversion_boundaries,,,0,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,fp_conversion_boundaries,,,0,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,fp_conversion_boundaries,,,0,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,fp_conversion_boundaries,,,1,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,fp_conversion_boundaries,,,1,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,fp_conversion_boundaries,,,1,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,fp_conversion_boundaries,,,1,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results.json,fp_conversion_boundaries,,,2,0,0,12112,1848,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,fp_conversion_boundaries,,,2,0,1,10264,0,1536,1536,0,0,40,20,480,480,0,0,2419,8724,5339,0,480,8725,0,0,0
results.json,fp_conversion_boundaries,,,2,1,0,13402,1848,1536,1536,0,0,40,20,480,480,0,0,2806,9246,5592,269,480,9247,0,0,0
results.json,fp_conversion_boundaries,,,2,1,1,11397,0,1536,1536,0,0,40,20,480,480,0,0,2805,9243,5589,269,480,9244,0,0,0
results_3.json,,159,3,0,0,0,47690,1848,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,7257,41224,31069,0,1440,41228,0,0,11123
results_3.json,,159,3,0,0,1,45842,0,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,7257,41224,31069,0,1440,41228,0,0,11123
results_3.json,,159,3,0,1,0,51012,1848,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,8419,42820,31853,812,1440,42824,0,0,11123
results_3.json,,159,3,0,1,1,49009,0,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,8424,42819,31853,811,1440,42823,0,0,11123
results_3.json,,159,3,1,0,0,44509,1848,4608,3552,1056,1247,2819,2759,1440,1440,2699,8424,7257,38043,27888,0,1440,38047,1206,4386,11123
