case,real,order,mode,bp,packed32,prefetch,frontier,cycles,channels,batches,pairs,scalar_mac,words,xwords,graph_words,prefetch_words,graph_hits,req_stall,out_stall,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13
train1_p23,1,1,2,0,1,1,0,1007,47,47,470,4700,212,94,97,89,339,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p23,1,1,2,0,1,1,1,978,55,45,403,4030,227,110,96,82,321,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p23,1,1,2,1,1,1,0,1231,47,47,470,4700,212,94,97,89,339,63,4,1,30,57,6,124,0,298,47,470,141,47,0,10,1
train1_p23,1,1,2,1,1,1,1,1231,55,45,403,4030,227,110,96,82,321,73,2,1,30,57,6,146,0,308,45,450,135,45,0,8,1
train1_p23,1,1,3,0,1,1,0,1007,47,47,470,4700,209,94,94,86,339,0,0,1,21,21,6,106,0,141,47,470,141,47,0,6,1
train1_p23,1,1,3,0,1,1,1,978,55,45,403,4030,224,110,93,79,321,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p23,1,1,3,1,1,1,0,1225,47,47,470,4700,209,94,94,86,339,62,5,1,27,54,6,123,0,298,47,470,141,47,0,11,1
train1_p23,1,1,3,1,1,1,1,1214,55,45,403,4030,224,110,93,79,321,85,1,1,27,54,6,136,0,308,45,450,135,45,0,7,1
train1_p24,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p24,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p24,1,1,2,0,1,1,0,1046,49,49,490,4900,220,98,101,93,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p24,1,1,2,0,1,1,1,983,60,45,408,4080,238,120,97,77,314,0,0,1,21,21,6,112,0,141,45,450,135,45,0,6,1
train1_p24,1,1,2,1,1,1,0,1284,49,49,490,4900,220,98,101,93,344,70,1,1,30,57,6,128,0,320,49,490,147,49,0,7,1
train1_p24,1,1,2,1,1,1,1,1258,60,45,408,4080,238,120,97,77,314,82,2,1,30,57,6,168,0,313,45,450,135,45,0,8,1
train1_p24,1,1,3,0,1,1,0,1046,49,49,490,4900,217,98,98,90,344,0,0,1,21,21,6,109,0,147,49,490,147,49,0,6,1
train1_p24,1,1,3,0,1,1,1,983,60,45,408,4080,235,120,94,74,314,0,0,1,21,21,6,112,0,141,45,450,135,45,0,6,1
train1_p24,1,1,3,1,1,1,0,1284,49,49,490,4900,217,98,98,90,344,62,4,1,27,54,6,123,0,328,49,490,147,49,0,10,1
train1_p24,1,1,3,1,1,1,1,1231,60,45,408,4080,235,120,94,74,314,72,1,1,27,54,6,145,0,316,45,450,135,45,0,7,1
train1_p25,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p25,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p25,1,1,2,0,1,1,0,1271,60,60,600,6000,307,120,166,151,371,0,0,1,21,21,6,136,0,180,60,600,180,60,0,6,1
train1_p25,1,1,2,0,1,1,1,1157,82,53,449,4490,346,164,161,123,328,0,0,1,21,21,6,134,0,173,53,530,159,53,0,6,1
train1_p25,1,1,2,1,1,1,0,1549,60,60,600,6000,307,120,166,151,371,117,5,1,30,57,6,168,0,376,60,600,180,60,0,11,1
train1_p25,1,1,2,1,1,1,1,1459,82,53,449,4490,346,164,161,123,328,110,2,1,30,57,6,184,0,378,53,530,159,53,0,8,1
train1_p25,1,1,3,0,1,1,0,1272,60,60,600,6000,309,120,168,151,368,0,0,1,21,21,6,137,0,180,60,600,180,60,0,6,1
train1_p25,1,1,3,0,1,1,1,1158,82,53,449,4490,347,164,162,124,328,0,0,1,21,21,6,135,0,173,53,530,159,53,0,6,1
train1_p25,1,1,3,1,1,1,0,1535,60,60,600,6000,309,120,168,151,368,98,3,1,27,54,6,165,0,373,60,600,180,60,0,9,1
train1_p25,1,1,3,1,1,1,1,1459,82,53,449,4490,347,164,162,124,328,128,5,1,27,54,6,188,0,377,53,530,159,53,0,11,1
train1_p26,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p26,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p26,1,1,2,0,1,1,0,1253,59,59,590,5900,297,118,158,144,374,0,0,1,21,21,6,136,0,177,59,590,177,59,0,6,1
train1_p26,1,1,2,0,1,1,1,1169,86,53,451,4510,351,172,158,119,338,0,0,1,21,21,6,140,0,179,53,530,159,53,0,6,1
train1_p26,1,1,2,1,1,1,0,1522,59,59,590,5900,295,118,156,143,377,105,3,1,30,57,6,164,0,370,59,590,177,59,0,9,1
train1_p26,1,1,2,1,1,1,1,1500,86,53,451,4510,351,172,158,119,338,119,1,1,30,57,6,214,0,390,53,530,159,53,0,7,1
train1_p26,1,1,3,0,1,1,0,1251,59,59,590,5900,295,118,156,144,381,0,0,1,21,21,6,134,0,177,59,590,177,59,0,6,1
train1_p26,1,1,3,0,1,1,1,1165,86,53,450,4500,349,172,156,119,342,0,0,1,21,21,6,136,0,179,53,530,159,53,0,6,1
train1_p26,1,1,3,1,1,1,0,1522,59,59,590,5900,295,118,156,144,381,98,5,1,27,54,6,154,0,384,59,590,177,59,0,11,1
train1_p26,1,1,3,1,1,1,1,1470,86,53,450,4500,349,172,156,119,342,110,0,1,27,54,6,189,0,392,53,530,159,53,0,6,1
train1_p27,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p27,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p27,1,1,2,0,1,1,0,1026,48,48,480,4800,213,96,96,88,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p27,1,1,2,0,1,1,1,981,57,45,410,4100,229,114,94,80,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p27,1,1,2,1,1,1,0,1247,48,48,480,4800,213,96,96,88,344,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p27,1,1,2,1,1,1,1,1243,57,45,410,4100,229,114,94,80,327,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p27,1,1,3,0,1,1,0,1026,48,48,480,4800,208,96,91,83,344,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p27,1,1,3,0,1,1,1,981,57,45,410,4100,224,114,89,75,327,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p27,1,1,3,1,1,1,0,1239,48,48,480,4800,208,96,91,83,344,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p27,1,1,3,1,1,1,1,1231,57,45,410,4100,224,114,89,75,327,87,0,1,27,54,6,137,0,325,45,450,135,45,0,6,1
train1_p28,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p28,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p28,1,1,2,0,1,1,0,1086,51,51,510,5100,227,102,104,95,345,0,0,1,21,21,6,113,0,153,51,510,153,51,0,6,1
train1_p28,1,1,2,0,1,1,1,1024,64,47,410,4100,250,128,101,80,316,0,0,1,21,21,6,117,0,147,47,470,141,47,0,6,1
train1_p28,1,1,2,1,1,1,0,1313,51,51,510,5100,227,102,104,95,345,82,0,1,30,57,6,131,0,317,51,510,153,51,0,6,1
train1_p28,1,1,2,1,1,1,1,1291,64,47,410,4100,250,128,101,80,316,77,8,1,30,57,6,161,0,317,47,470,141,47,0,14,1
train1_p28,1,1,3,0,1,1,0,1085,51,51,510,5100,223,102,100,91,344,0,0,1,21,21,6,112,0,153,51,510,153,51,0,6,1
train1_p28,1,1,3,0,1,1,1,1026,65,47,409,4090,250,130,99,79,316,0,0,1,21,21,6,117,0,149,47,470,141,47,0,6,1
train1_p28,1,1,3,1,1,1,0,1316,51,51,510,5100,223,102,100,91,344,76,2,1,27,54,6,130,0,325,51,510,153,51,0,8,1
train1_p28,1,1,3,1,1,1,1,1291,65,47,409,4090,250,130,99,79,316,76,6,1,27,54,6,158,0,328,47,470,141,47,0,12,1
train1_p29,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p29,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p29,1,1,2,0,1,1,0,1026,48,48,480,4800,216,96,99,91,339,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p29,1,1,2,0,1,1,1,978,56,45,403,4030,229,112,96,83,326,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p29,1,1,2,1,1,1,0,1243,48,48,480,4800,216,96,99,91,339,62,2,1,30,57,6,122,0,299,48,480,144,48,0,8,1
train1_p29,1,1,2,1,1,1,1,1231,56,45,403,4030,229,112,96,83,326,73,2,1,30,57,6,147,0,307,45,450,135,45,0,8,1
train1_p29,1,1,3,0,1,1,0,1026,48,48,480,4800,212,96,95,87,339,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p29,1,1,3,0,1,1,1,978,56,45,403,4030,225,112,92,79,326,0,0,1,21,21,6,109,0,139,45,450,135,45,0,6,1
train1_p29,1,1,3,1,1,1,0,1243,48,48,480,4800,212,96,95,87,339,66,1,1,27,54,6,124,0,304,48,480,144,48,0,7,1
train1_p29,1,1,3,1,1,1,1,1214,56,45,403,4030,225,112,92,79,326,85,1,1,27,54,6,135,0,309,45,450,135,45,0,7,1
train1_p30,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p30,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p30,1,1,2,0,1,1,0,1292,61,61,610,6100,311,122,168,152,383,0,0,1,21,21,6,139,0,183,61,610,183,61,0,6,1
train1_p30,1,1,2,0,1,1,1,1154,82,53,462,4620,347,164,162,127,358,0,0,1,21,21,6,135,0,169,53,530,159,53,0,6,1
train1_p30,1,1,2,1,1,1,0,1566,61,61,610,6100,310,122,167,152,384,106,2,1,30,57,6,171,0,377,61,610,184,61,0,8,1
train1_p30,1,1,2,1,1,1,1,1490,82,53,462,4620,347,164,162,127,358,134,4,1,30,57,6,206,0,385,53,530,159,53,0,10,1
train1_p30,1,1,3,0,1,1,0,1290,61,61,610,6100,307,122,164,149,386,0,0,1,21,21,6,137,0,183,61,610,183,61,0,6,1
train1_p30,1,1,3,0,1,1,1,1155,82,53,461,4610,345,164,160,125,357,0,0,1,21,21,6,136,0,169,53,530,159,53,0,6,1
train1_p30,1,1,3,1,1,1,0,1566,61,61,610,6100,307,122,164,149,386,102,2,1,27,54,6,162,0,393,61,610,183,61,0,8,1
train1_p30,1,1,3,1,1,1,1,1470,82,53,461,4610,345,164,160,125,357,127,0,1,27,54,6,191,0,390,53,530,159,53,0,6,1
train1_p31,1,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
train1_p31,1,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
train1_p31,1,1,2,0,1,1,0,1026,48,48,480,4800,213,96,96,88,342,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p31,1,1,2,0,1,1,1,981,57,45,408,4080,229,114,94,80,326,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p31,1,1,2,1,1,1,0,1247,48,48,480,4800,213,96,96,88,342,60,4,1,30,57,6,122,0,301,48,480,144,48,0,10,1
train1_p31,1,1,2,1,1,1,1,1243,57,45,408,4080,229,114,94,80,326,79,4,1,30,57,6,151,0,313,45,450,135,45,0,10,1
train1_p31,1,1,3,0,1,1,0,1026,48,48,480,4800,208,96,91,83,342,0,0,1,21,21,6,107,0,144,48,480,144,48,0,6,1
train1_p31,1,1,3,0,1,1,1,981,57,45,408,4080,224,114,89,75,326,0,0,1,21,21,6,110,0,141,45,450,135,45,0,6,1
train1_p31,1,1,3,1,1,1,0,1239,48,48,480,4800,208,96,91,83,342,59,3,1,27,54,6,121,0,301,48,480,144,48,0,9,1
train1_p31,1,1,3,1,1,1,1,1231,57,45,408,4080,224,114,89,75,326,87,0,1,27,54,6,137,0,325,45,450,135,45,0,6,1
diagnostic_zero,0,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
diagnostic_zero,0,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
diagnostic_zero,0,1,2,0,1,1,0,847,39,39,390,3900,162,78,63,57,330,0,0,1,21,21,6,90,0,117,39,390,117,39,0,6,1
diagnostic_zero,0,1,2,0,1,1,1,847,39,39,390,3900,162,78,63,57,330,0,0,1,21,21,6,90,0,117,39,390,117,39,0,6,1
diagnostic_zero,0,1,2,1,1,1,0,1043,39,39,390,3900,162,78,63,57,330,59,1,1,30,57,6,102,0,255,39,390,117,39,0,7,1
diagnostic_zero,0,1,2,1,1,1,1,1043,39,39,390,3900,162,78,63,57,330,59,1,1,30,57,6,102,0,255,39,390,117,39,0,7,1
diagnostic_zero,0,1,3,0,1,1,0,847,39,39,390,3900,161,78,62,56,330,0,0,1,21,21,6,90,0,117,39,390,117,39,0,6,1
diagnostic_zero,0,1,3,0,1,1,1,847,39,39,390,3900,161,78,62,56,330,0,0,1,21,21,6,90,0,117,39,390,117,39,0,6,1
diagnostic_zero,0,1,3,1,1,1,0,1022,39,39,390,3900,161,78,62,56,330,45,4,1,27,54,6,98,0,241,39,390,117,39,0,10,1
diagnostic_zero,0,1,3,1,1,1,1,1022,39,39,390,3900,161,78,62,56,330,45,4,1,27,54,6,98,0,241,39,390,117,39,0,10,1
diagnostic_positive_extreme,0,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
diagnostic_positive_extreme,0,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
diagnostic_positive_extreme,0,1,2,0,1,1,0,1105,52,52,520,5200,215,104,90,83,358,0,0,1,21,21,6,114,0,156,52,520,156,52,0,6,1
diagnostic_positive_extreme,0,1,2,0,1,1,1,992,54,46,425,4250,213,108,84,73,342,0,0,1,21,21,6,109,0,138,46,460,138,46,0,6,1
diagnostic_positive_extreme,0,1,2,1,1,1,0,1361,52,52,520,5200,215,104,90,83,358,76,0,1,30,57,6,138,0,343,52,520,156,52,0,6,1
diagnostic_positive_extreme,0,1,2,1,1,1,1,1225,54,46,425,4250,213,108,84,73,342,77,2,1,30,57,6,130,0,303,46,460,138,46,0,8,1
diagnostic_positive_extreme,0,1,3,0,1,1,0,1104,52,52,520,5200,216,104,91,85,365,0,0,1,21,21,6,113,0,156,52,520,156,52,0,6,1
diagnostic_positive_extreme,0,1,3,0,1,1,1,991,54,46,425,4250,214,108,85,75,349,0,0,1,21,21,6,108,0,138,46,460,138,46,0,6,1
diagnostic_positive_extreme,0,1,3,1,1,1,0,1346,52,52,520,5200,216,104,91,85,365,66,4,1,27,54,6,132,0,336,52,520,156,52,0,10,1
diagnostic_positive_extreme,0,1,3,1,1,1,1,1225,54,46,425,4250,214,108,85,75,349,74,4,1,27,54,6,125,0,312,46,460,138,46,0,10,1
diagnostic_signed_extreme,0,1,1,0,1,1,0,1297,64,64,640,6400,158,128,0,116,0,0,0,1,30,30,6,0,70,134,64,640,192,64,60,6,1
diagnostic_signed_extreme,0,1,1,1,1,1,0,1379,64,64,640,6400,158,128,0,116,0,86,3,1,39,77,6,0,70,157,64,640,192,64,60,9,1
diagnostic_signed_extreme,0,1,2,0,1,1,0,1105,52,52,520,5200,215,104,90,83,334,0,0,1,21,21,6,114,0,156,52,520,156,52,0,6,1
diagnostic_signed_extreme,0,1,2,0,1,1,1,992,54,46,395,3950,213,108,84,73,306,0,0,1,21,21,6,109,0,138,46,460,138,46,0,6,1
diagnostic_signed_extreme,0,1,2,1,1,1,0,1361,52,52,520,5200,215,104,90,83,334,76,0,1,30,57,6,138,0,343,52,520,156,52,0,6,1
diagnostic_signed_extreme,0,1,2,1,1,1,1,1225,54,46,395,3950,213,108,84,73,306,77,2,1,30,57,6,130,0,303,46,460,138,46,0,8,1
diagnostic_signed_extreme,0,1,3,0,1,1,0,1104,52,52,520,5200,216,104,91,85,335,0,0,1,21,21,6,113,0,156,52,520,156,52,0,6,1
diagnostic_signed_extreme,0,1,3,0,1,1,1,991,54,46,395,3950,214,108,85,75,307,0,0,1,21,21,6,108,0,138,46,460,138,46,0,6,1
diagnostic_signed_extreme,0,1,3,1,1,1,0,1346,52,52,520,5200,216,104,91,85,335,66,4,1,27,54,6,132,0,336,52,520,156,52,0,10,1
diagnostic_signed_extreme,0,1,3,1,1,1,1,1225,54,46,395,3950,214,108,85,75,307,74,4,1,27,54,6,125,0,312,46,460,138,46,0,10,1
