context,p,word,anchor,last_gate_read,last_PED_read,last_write,physical_free,local_outputs_done,output_policy_extra_hold
0,0,237,True,180954,42133,27465,180954,181405,451
0,0,238,True,180955,42139,27465,180955,181405,450
0,0,239,True,180956,42148,27465,180956,181405,449
0,0,240,True,181058,42157,27476,181058,181405,347
0,0,241,True,181059,42163,27476,181059,181405,346
0,0,242,True,181060,42172,27476,181060,181405,345
0,0,243,True,181162,42181,27487,181162,181405,243
0,0,244,True,181163,42187,27487,181163,181405,242
0,0,245,True,181164,42196,27487,181164,181405,241
0,0,246,True,181266,42205,27498,181266,181405,139
0,0,247,True,181267,42211,27498,181267,181405,138
0,0,248,True,181268,42220,27498,181268,181405,137
0,0,249,True,181370,42229,27509,181370,181405,35
0,0,250,True,181371,42235,27509,181371,181405,34
0,0,251,True,181372,42244,27509,181372,181405,33
0,0,252,True,180241,43141,27570,180241,181405,1164
0,0,253,True,180242,43147,27570,180242,181405,1163
0,0,254,True,180243,43156,27570,180243,181405,1162
0,0,255,True,180345,43165,27631,180345,181405,1060
0,0,256,True,180346,43171,27631,180346,181405,1059
0,0,257,True,180347,43180,27631,180347,181405,1058
0,0,258,True,180449,43189,27692,180449,181405,956
0,0,259,True,180450,43195,27692,180450,181405,955
0,0,260,True,180451,43204,27692,180451,181405,954
0,0,261,True,180553,43213,27753,180553,181405,852
0,0,262,True,180554,43219,27753,180554,181405,851
0,0,263,True,180555,43228,27753,180555,181405,850
0,0,264,True,180657,43237,27814,180657,181405,748
0,0,265,True,180658,43243,27814,180658,181405,747
0,0,266,True,180659,43252,27814,180659,181405,746
0,0,267,True,180761,43261,27875,180761,181405,644
0,0,268,True,180762,43267,27875,180762,181405,643
0,0,269,True,180763,43276,27875,180763,181405,642
0,0,270,True,180865,43285,27936,180865,181405,540
0,0,271,True,180866,43291,27936,180866,181405,539
0,0,272,True,180867,43300,27936,180867,181405,538
0,0,273,True,180969,43309,27997,180969,181405,436
0,0,274,True,180970,43315,27997,180970,181405,435
0,0,275,True,180971,43324,27997,180971,181405,434
0,0,276,True,181073,43333,28058,181073,181405,332
0,0,277,True,181074,43339,28058,181074,181405,331
0,0,278,True,181075,43348,28058,181075,181405,330
0,0,279,True,181177,43357,28119,181177,181405,228
0,0,280,True,181178,43363,28119,181178,181405,227
0,0,281,True,181179,43372,28119,181179,181405,226
0,0,282,True,181281,43381,28180,181281,181405,124
0,0,283,True,181282,43387,28180,181282,181405,123
0,0,284,True,181283,43396,28180,181283,181405,122
0,0,285,True,181385,43405,28241,181385,181405,20
0,0,286,True,181386,43411,28241,181386,181405,19
0,0,287,True,181387,43420,28241,181387,181405,18
0,0,288,True,180221,44317,28302,180221,181405,1184
0,0,289,True,180222,44323,28302,180222,181405,1183
0,0,290,True,180223,44332,28302,180223,181405,1182
0,0,291,True,180325,44341,28363,180325,181405,1080
0,0,292,True,180326,44347,28363,180326,181405,1079
0,0,293,True,180327,44356,28363,180327,181405,1078
0,0,294,True,180429,44365,28424,180429,181405,976
0,0,295,True,180430,44371,28424,180430,181405,975
0,0,296,True,180431,44380,28424,180431,181405,974
0,0,297,True,180533,44389,28485,180533,181405,872
0,0,298,True,180534,44395,28485,180534,181405,871
0,0,299,True,180535,44404,28485,180535,181405,870
0,0,300,True,180637,44413,28546,180637,181405,768
0,0,301,True,180638,44419,28546,180638,181405,767
0,0,302,True,180639,44428,28546,180639,181405,766
0,0,303,True,180741,44437,28607,180741,181405,664
0,0,304,True,180742,44443,28607,180742,181405,663
